rank,pattern,contains_11,avoids_11
8149,26385174,84592,39832208
8150,26385417,84496,39832304
8151,26385471,84483,39832317
8152,26385714,84572,39832228
8153,26385741,84556,39832244
8154,26387145,84403,39832397
8155,26387154,84403,39832397
8156,26387415,84490,39832310
8157,26387451,84391,39832409
8158,26387514,84487,39832313
8159,26387541,84390,39832410
8160,26413578,84465,39832335
8161,26413587,84465,39832335
8162,26413758,84558,39832242
8163,26413785,84479,39832321
8164,26413857,84564,39832236
8165,26413875,84473,39832327
8166,26415378,84465,39832335
8167,26415387,84465,39832335
8168,26415738,84576,39832224
8169,26415783,84487,39832313
8170,26415837,84580,39832220
8171,26415873,84489,39832311
8172,26417358,84579,39832221
8173,26417385,84583,39832217
8174,26417538,84571,39832229
8175,26417583,84576,39832224
8176,26417835,84493,39832307
8177,26417853,84491,39832309
8178,26418357,84580,39832220
8179,26418375,84582,39832218
8180,26418537,84585,39832215
8181,26418573,84578,39832222
8182,26418735,84492,39832308
8183,26418753,84484,39832316
8184,26431578,84387,39832413
8185,26431587,84387,39832413
8186,26431758,84472,39832328
8187,26431785,84394,39832406
8188,26431857,84479,39832321
8189,26431875,84387,39832413
8190,26435178,84295,39832505
8191,26435187,84295,39832505
8192,26435718,84376,39832424
8193,26435781,84287,39832513
8194,26435817,84384,39832416
8195,26435871,84287,39832513
8196,26437158,84483,39832317
8197,26437185,84486,39832314
8198,26437518,84384,39832416
8199,26437581,84374,39832426
8200,26437815,84397,39832403
8201,26437851,84385,39832415
8202,26438157,84489,39832311
8203,26438175,84478,39832322
8204,26438517,84489,39832311
8205,26438571,84468,39832332
8206,26438715,84395,39832405
8207,26438751,84295,39832505
8208,26451378,84297,39832503
8209,26451387,84297,39832503
8210,26451738,84403,39832397
8211,26451783,84315,39832485
8212,26451837,84404,39832396
8213,26451873,84315,39832485
8214,26453178,84205,39832595
8215,26453187,84205,39832595
8216,26453718,84290,39832510
8217,26453781,84201,39832599
8218,26453817,84298,39832502
8219,26453871,84201,39832599
8220,26457138,84391,39832409
8221,26457183,84391,39832409
8222,26457318,84384,39832416
8223,26457381,84384,39832416
8224,26457813,84298,39832502
8225,26457831,84294,39832506
8226,26458137,84404,39832396
8227,26458173,84404,39832396
8228,26458317,84400,39832400
8229,26458371,84393,39832407
8230,26458713,84299,39832501
8231,26458731,84298,39832502
8232,26471358,84568,39832232
8233,26471385,84580,39832220
8234,26471538,84569,39832231
8235,26471583,84578,39832222
8236,26471835,84570,39832230
8237,26471853,84576,39832224
8238,26473158,84574,39832226
8239,26473185,84576,39832224
8240,26473518,84470,39832330
8241,26473581,84466,39832334
8242,26473815,84576,39832224
8243,26473851,84561,39832239
8244,26475138,84388,39832412
8245,26475183,84394,39832406
8246,26475318,84378,39832422
8247,26475381,84378,39832422
8248,26475813,84378,39832422
8249,26475831,84378,39832422
8250,26478135,84480,39832320
8251,26478153,84487,39832313
8252,26478315,84488,39832312
8253,26478351,84477,39832323
8254,26478513,84469,39832331
8255,26478531,84463,39832337
8256,26481357,84574,39832226
8257,26481375,84580,39832220
8258,26481537,84585,39832215
8259,26481573,84584,39832216
8260,26481735,84581,39832219
8261,26481753,84571,39832229
8262,26483157,84580,39832220
8263,26483175,84578,39832222
8264,26483517,84578,39832222
8265,26483571,84561,39832239
8266,26483715,84573,39832227
8267,26483751,84477,39832323
8268,26485137,84576,39832224
8269,26485173,84574,39832226
8270,26485317,84566,39832234
8271,26485371,84558,39832242
8272,26485713,84470,39832330
8273,26485731,84466,39832334
8274,26487135,84481,39832319
8275,26487153,84485,39832315
8276,26487315,84488,39832312
8277,26487351,84474,39832326
8278,26487513,84387,39832413
8279,26487531,84379,39832421
8280,26513478,84306,39832494
8281,26513487,84306,39832494
8282,26513748,84491,39832309
8283,26513784,84405,39832395
8284,26513847,84491,39832309
8285,26513874,84405,39832395
8286,26514378,84298,39832502
8287,26514387,84298,39832502
8288,26514738,84487,39832313
8289,26514783,84401,39832399
8290,26514837,84487,39832313
8291,26514873,84401,39832399
8292,26517348,84404,39832396
8293,26517384,84491,39832309
8294,26517438,84403,39832397
8295,26517483,84490,39832310
8296,26517834,84312,39832488
8297,26517843,84312,39832488
8298,26518347,84408,39832392
8299,26518374,84495,39832305
8300,26518437,84408,39832392
8301,26518473,84493,39832307
8302,26518734,84312,39832488
8303,26518743,84312,39832488
8304,26531478,84384,39832416
8305,26531487,84384,39832416
8306,26531748,84487,39832313
8307,26531784,84398,39832402
8308,26531847,84487,39832313
8309,26531874,84398,39832402
8310,26534178,84207,39832593
8311,26534187,84207,39832593
8312,26534718,84293,39832507
8313,26534781,84204,39832596
8314,26534817,84300,39832500
8315,26534871,84204,39832596
8316,26537148,84490,39832310
8317,26537184,84486,39832314
8318,26537418,84468,39832332
8319,26537481,84464,39832336
8320,26537814,84397,39832403
8321,26537841,84395,39832405
8322,26538147,84495,39832305
8323,26538174,84491,39832309
8324,26538417,84488,39832312
8325,26538471,84474,39832326
8326,26538714,84397,39832403
8327,26538741,84388,39832412
8328,26541378,84289,39832511
8329,26541387,84289,39832511
8330,26541738,84394,39832406
8331,26541783,84305,39832495
8332,26541837,84396,39832404
8333,26541873,84305,39832495
8334,26543178,84109,39832691
8335,26543187,84109,39832691
8336,26543718,84112,39832688
8337,26543781,84019,39832781
8338,26543817,84199,39832601
8339,26543871,84019,39832781
8340,26547138,84303,39832497
8341,26547183,84303,39832497
8342,26547318,84295,39832505
8343,26547381,84291,39832509
8344,26547813,84206,39832594
8345,26547831,84204,39832596
8346,26548137,84393,39832407
8347,26548173,84391,39832409
8348,26548317,84388,39832412
8349,26548371,84292,39832508
8350,26548713,84206,39832594
8351,26548731,84204,39832596
8352,26571348,84310,39832490
8353,26571384,84400,39832400
8354,26571438,84310,39832490
8355,26571483,84404,39832396
8356,26571834,84310,39832490
8357,26571843,84310,39832490
8358,26573148,84396,39832404
8359,26573184,84404,39832396
8360,26573418,84298,39832502
8361,26573481,84301,39832499
8362,26573814,84404,39832396
8363,26573841,84390,39832410
8364,26574138,84384,39832416
8365,26574183,84396,39832404
8366,26574318,84294,39832506
8367,26574381,84295,39832505
8368,26574813,84384,39832416
8369,26574831,84378,39832422
8370,26578134,84213,39832587
8371,26578143,84213,39832587
8372,26578314,84299,39832501
8373,26578341,84206,39832594
8374,26578413,84292,39832508
8375,26578431,84206,39832594
8376,26581347,84402,39832398
8377,26581374,84492,39832308
8378,26581437,84402,39832398
8379,26581473,84494,39832306
8380,26581734,84398,39832402
8381,26581743,84398,39832402
8382,26583147,84488,39832312
8383,26583174,84496,39832304
8384,26583417,84399,39832401
8385,26583471,84394,39832406
8386,26583714,84491,39832309
8387,26583741,84476,39832324
8388,26584137,84485,39832315
8389,26584173,84495,39832305
8390,26584317,84397,39832403
8391,26584371,84391,39832409
8392,26584713,84387,39832413
8393,26584731,84381,39832419
8394,26587134,84213,39832587
8395,26587143,84213,39832587
8396,26587314,84299,39832501
8397,26587341,84207,39832593
8398,26587413,84293,39832507
8399,26587431,84207,39832593
8400,26713458,84301,39832499
8401,26713485,84402,39832398
8402,26713548,84309,39832491
8403,26713584,84487,39832313
8404,26713845,84400,39832400
8405,26713854,84402,39832398
8406,26714358,84309,39832491
8407,26714385,84402,39832398
8408,26714538,84308,39832492
8409,26714583,84402,39832398
8410,26714835,84492,39832308
8411,26714853,84489,39832311
8412,26715348,84310,39832490
8413,26715384,84488,39832312
8414,26715438,84301,39832499
8415,26715483,84402,39832398
8416,26715834,84402,39832398
8417,26715843,84401,39832399
8418,26718345,84301,39832499
8419,26718354,84310,39832490
8420,26718435,84310,39832490
8421,26718453,84305,39832495
8422,26718534,84305,39832495
8423,26718543,84304,39832496
8424,26731458,84393,39832407
8425,26731485,84487,39832313
8426,26731548,84397,39832403
8427,26731584,84495,39832305
8428,26731845,84403,39832397
8429,26731854,84405,39832395
8430,26734158,84396,39832404
8431,26734185,84402,39832398
8432,26734518,84208,39832592
8433,26734581,84210,39832590
8434,26734815,84406,39832394
8435,26734851,84392,39832408
8436,26735148,84478,39832322
8437,26735184,84492,39832308
8438,26735418,84302,39832498
8439,26735481,84301,39832499
8440,26735814,84491,39832309
8441,26735841,84481,39832319
8442,26738145,84404,39832396
8443,26738154,84406,39832394
8444,26738415,84484,39832316
8445,26738451,84301,39832499
8446,26738514,84487,39832313
8447,26738541,84390,39832410
8448,26741358,84480,39832320
8449,26741385,84488,39832312
8450,26741538,84479,39832321
8451,26741583,84492,39832308
8452,26741835,84497,39832303
8453,26741853,84494,39832306
8454,26743158,84396,39832404
8455,26743185,84402,39832398
8456,26743518,84302,39832498
8457,26743581,84301,39832499
8458,26743815,84406,39832394
8459,26743851,84394,39832406
8460,26745138,84297,39832503
8461,26745183,84311,39832489
8462,26745318,84205,39832595
8463,26745381,84205,39832595
8464,26745813,84301,39832499
8465,26745831,84297,39832503
8466,26748135,84489,39832311
8467,26748153,84491,39832309
8468,26748315,84488,39832312
8469,26748351,84473,39832327
8470,26748513,84387,39832413
8471,26748531,84377,39832423
8472,26751348,84305,39832495
8473,26751384,84400,39832400
8474,26751438,84307,39832493
8475,26751483,84400,39832400
8476,26751834,84315,39832485
8477,26751843,84315,39832485
8478,26753148,84388,39832412
8479,26753184,84400,39832400
8480,26753418,84210,39832590
8481,26753481,84214,39832586
8482,26753814,84404,39832396
8483,26753841,84394,39832406
8484,26754138,84299,39832501
8485,26754183,84311,39832489
8486,26754318,84203,39832597
8487,26754381,84200,39832600
8488,26754813,84300,39832500
8489,26754831,84296,39832504
8490,26758134,84299,39832501
8491,26758143,84299,39832501
8492,26758314,84384,39832416
8493,26758341,84291,39832509
8494,26758413,84376,39832424
8495,26758431,84289,39832511
8496,26781345,84205,39832595
8497,26781354,84213,39832587
8498,26781435,84213,39832587
8499,26781453,84213,39832587
8500,26781534,84213,39832587
8501,26781543,84208,39832592
8502,26783145,84297,39832503
8503,26783154,84301,39832499
8504,26783415,84300,39832500
8505,26783451,84111,39832689
8506,26783514,84381,39832419
8507,26783541,84205,39832595
8508,26784135,84384,39832416
8509,26784153,84382,39832418
8510,26784315,84300,39832500
8511,26784351,84205,39832595
8512,26784513,84202,39832598
8513,26784531,84112,39832688
8514,26785134,84208,39832592
8515,26785143,84210,39832590
8516,26785314,84291,39832509
8517,26785341,84113,39832687
8518,26785413,84202,39832598
8519,26785431,84111,39832689
8520,26813457,84388,39832412
8521,26813475,84485,39832315
8522,26813547,84396,39832404
8523,26813574,84570,39832230
8524,26813745,84489,39832311
8525,26813754,84487,39832313
8526,26814357,84396,39832404
8527,26814375,84485,39832315
8528,26814537,84404,39832396
8529,26814573,84487,39832313
8530,26814735,84573,39832227
8531,26814753,84570,39832230
8532,26815347,84404,39832396
8533,26815374,84576,39832224
8534,26815437,84393,39832407
8535,26815473,84493,39832307
8536,26815734,84483,39832317
8537,26815743,84481,39832319
8538,26817345,84391,39832409
8539,26817354,84396,39832404
8540,26817435,84396,39832404
8541,26817453,84392,39832408
8542,26817534,84392,39832408
8543,26817543,84390,39832410
8544,26831457,84480,39832320
8545,26831475,84570,39832230
8546,26831547,84485,39832315
8547,26831574,84578,39832222
8548,26831745,84493,39832307
8549,26831754,84492,39832308
8550,26834157,84485,39832315
8551,26834175,84491,39832309
8552,26834517,84389,39832411
8553,26834571,84298,39832502
8554,26834715,84498,39832302
8555,26834751,84479,39832321
8556,26835147,84575,39832225
8557,26835174,84589,39832211
8558,26835417,84404,39832396
8559,26835471,84393,39832407
8560,26835714,84576,39832224
8561,26835741,84559,39832241
8562,26837145,84493,39832307
8563,26837154,84493,39832307
8564,26837415,84576,39832224
8565,26837451,84474,39832326
8566,26837514,84576,39832224
8567,26837541,84476,39832324
8568,26841357,84568,39832232
8569,26841375,84576,39832224
8570,26841537,84576,39832224
8571,26841573,84580,39832220
8572,26841735,84588,39832212
8573,26841753,84582,39832218
8574,26843157,84485,39832315
8575,26843175,84491,39832309
8576,26843517,84404,39832396
8577,26843571,84390,39832410
8578,26843715,84500,39832300
8579,26843751,84476,39832324
8580,26845137,84481,39832319
8581,26845173,84491,39832309
8582,26845317,84392,39832408
8583,26845371,84390,39832410
8584,26845713,84387,39832413
8585,26845731,84380,39832420
8586,26847135,84570,39832230
8587,26847153,84568,39832232
8588,26847315,84570,39832230
8589,26847351,84474,39832326
8590,26847513,84471,39832329
8591,26847531,84459,39832341
8592,26851347,84483,39832317
8593,26851374,84578,39832222
8594,26851437,84485,39832315
8595,26851473,84578,39832222
8596,26851734,84487,39832313
8597,26851743,84487,39832313
8598,26853147,84566,39832234
8599,26853174,84578,39832222
8600,26853417,84392,39832408
8601,26853471,84394,39832406
8602,26853714,84576,39832224
8603,26853741,84555,39832245
8604,26854137,84481,39832319
8605,26854173,84493,39832307
8606,26854317,84387,39832413
8607,26854371,84382,39832418
8608,26854713,84469,39832331
8609,26854731,84465,39832335
8610,26857134,84299,39832501
8611,26857143,84299,39832501
8612,26857314,84384,39832416
8613,26857341,84289,39832511
8614,26857413,84374,39832426
8615,26857431,84285,39832515
8616,26871345,84213,39832587
8617,26871354,84214,39832586
8618,26871435,84214,39832586
8619,26871453,84218,39832582
8620,26871534,84218,39832582
8621,26871543,84213,39832587
8622,26873145,84303,39832497
8623,26873154,84303,39832497
8624,26873415,84307,39832493
8625,26873451,84201,39832599
8626,26873514,84390,39832410
8627,26873541,84218,39832582
8628,26874135,84388,39832412
8629,26874153,84390,39832410
8630,26874315,84305,39832495
8631,26874351,84218,39832582
8632,26874513,84291,39832509
8633,26874531,84202,39832598
8634,26875134,84293,39832507
8635,26875143,84295,39832505
8636,26875314,84376,39832424
8637,26875341,84202,39832598
8638,26875413,84291,39832509
8639,26875431,84199,39832601
8640,27134568,84286,39832514
8641,27134586,84384,39832416
8642,27134658,84295,39832505
8643,27134685,84473,39832327
8644,27134856,84392,39832408
8645,27134865,84390,39832410
8646,27135468,84294,39832506
8647,27135486,84384,39832416
8648,27135648,84384,39832416
8649,27135684,84479,39832321
8650,27135846,84560,39832240
8651,27135864,84562,39832238
8652,27136458,84384,39832416
8653,27136485,84560,39832240
8654,27136548,84293,39832507
8655,27136584,84479,39832321
8656,27136845,84480,39832320
8657,27136854,84476,39832324
8658,27138456,84385,39832415
8659,27138465,84392,39832408
8660,27138546,84392,39832408
8661,27138564,84392,39832408
8662,27138645,84392,39832408
8663,27138654,84386,39832414
8664,27143568,84294,39832506
8665,27143586,84384,39832416
8666,27143658,84293,39832507
8667,27143685,84473,39832327
8668,27143856,84392,39832408
8669,27143865,84390,39832410
8670,27145368,84388,39832412
8671,27145386,84400,39832400
8672,27145638,84303,39832497
8673,27145683,84390,39832410
8674,27145836,84496,39832304
8675,27145863,84484,39832316
8676,27146358,84390,39832410
8677,27146385,84571,39832229
8678,27146538,84390,39832410
8679,27146583,84400,39832400
8680,27146835,84572,39832228
8681,27146853,84570,39832230
8682,27148356,84487,39832313
8683,27148365,84484,39832316
8684,27148536,84574,39832226
8685,27148563,84485,39832315
8686,27148635,84572,39832228
8687,27148653,84487,39832313
8688,27153468,84386,39832414
8689,27153486,84400,39832400
8690,27153648,84388,39832412
8691,27153684,84572,39832228
8692,27153846,84574,39832226
8693,27153864,84566,39832234
8694,27154368,84292,39832508
8695,27154386,84379,39832421
8696,27154638,84391,39832409
8697,27154683,84400,39832400
8698,27154836,84485,39832315
8699,27154863,84486,39832314
8700,27156348,84299,39832501
8701,27156384,84483,39832317
8702,27156438,84299,39832501
8703,27156483,84396,39832404
8704,27156834,84394,39832406
8705,27156843,84394,39832406
8706,27158346,84490,39832310
8707,27158364,84564,39832236
8708,27158436,84490,39832310
8709,27158463,84562,39832238
8710,27158634,84475,39832325
8711,27158643,84472,39832328
8712,27163458,84300,39832500
8713,27163485,84485,39832315
8714,27163548,84382,39832418
8715,27163584,84568,39832232
8716,27163845,84482,39832318
8717,27163854,84490,39832310
8718,27164358,84382,39832418
8719,27164385,84483,39832317
8720,27164538,84294,39832506
8721,27164583,84396,39832404
8722,27164835,84570,39832230
8723,27164853,84562,39832238
8724,27165348,84296,39832504
8725,27165384,84480,39832320
8726,27165438,84195,39832605
8727,27165483,84383,39832417
8728,27165834,84393,39832407
8729,27165843,84390,39832410
8730,27168345,84383,39832417
8731,27168354,84392,39832408
8732,27168435,84392,39832408
8733,27168453,84384,39832416
8734,27168534,84384,39832416
8735,27168543,84377,39832423
8736,27183456,84288,39832512
8737,27183465,84301,39832499
8738,27183546,84300,39832500
8739,27183564,84386,39832414
8740,27183645,84386,39832414
8741,27183654,84301,39832499
8742,27184356,84301,39832499
8743,27184365,84301,39832499
8744,27184536,84388,39832412
8745,27184563,84295,39832505
8746,27184635,84388,39832412
8747,27184653,84388,39832412
8748,27185346,84388,39832412
8749,27185364,84388,39832412
8750,27185436,84301,39832499
8751,27185463,84388,39832412
8752,27185634,84293,39832507
8753,27185643,84294,39832506
8754,27186345,84295,39832505
8755,27186354,84380,39832420
8756,27186435,84380,39832420
8757,27186453,84294,39832506
8758,27186534,84295,39832505
8759,27186543,84289,39832511
8760,27314568,84377,39832423
8761,27314586,84473,39832327
8762,27314658,84384,39832416
8763,27314685,84558,39832242
8764,27314856,84477,39832323
8765,27314865,84475,39832325
8766,27315468,84384,39832416
8767,27315486,84473,39832327
8768,27315648,84396,39832404
8769,27315684,84483,39832317
8770,27315846,84568,39832232
8771,27315864,84566,39832234
8772,27316458,84396,39832404
8773,27316485,84568,39832232
8774,27316548,84381,39832419
8775,27316584,84485,39832315
8776,27316845,84481,39832319
8777,27316854,84481,39832319
8778,27318456,84388,39832412
8779,27318465,84396,39832404
8780,27318546,84396,39832404
8781,27318564,84392,39832408
8782,27318645,84392,39832408
8783,27318654,84391,39832409
8784,27341568,84390,39832410
8785,27341586,84479,39832321
8786,27341658,84393,39832407
8787,27341685,84483,39832317
8788,27341856,84397,39832403
8789,27341865,84397,39832403
8790,27345168,84383,39832417
8791,27345186,84390,39832410
8792,27345618,84202,39832598
8793,27345681,84203,39832597
8794,27345816,84399,39832401
8795,27345861,84383,39832417
8796,27346158,84484,39832316
8797,27346185,84492,39832308
8798,27346518,84300,39832500
8799,27346581,84296,39832504
8800,27346815,84488,39832312
8801,27346851,84474,39832326
8802,27348156,84406,39832394
8803,27348165,84406,39832394
8804,27348516,84492,39832308
8805,27348561,84390,39832410
8806,27348615,84492,39832308
8807,27348651,84396,39832404
8808,27351468,84562,39832238
8809,27351486,84572,39832228
8810,27351648,84574,39832226
8811,27351684,84582,39832218
8812,27351846,84584,39832216
8813,27351864,84580,39832220
8814,27354168,84396,39832404
8815,27354186,84400,39832400
8816,27354618,84298,39832502
8817,27354681,84294,39832506
8818,27354816,84404,39832396
8819,27354861,84386,39832414
8820,27356148,84485,39832315
8821,27356184,84491,39832309
8822,27356418,84384,39832416
8823,27356481,84384,39832416
8824,27356814,84487,39832313
8825,27356841,84480,39832320
8826,27358146,84584,39832216
8827,27358164,84584,39832216
8828,27358416,84582,39832218
8829,27358461,84556,39832244
8830,27358614,84572,39832228
8831,27358641,84558,39832242
8832,27361458,84490,39832310
8833,27361485,84584,39832216
8834,27361548,84478,39832322
8835,27361584,84580,39832220
8836,27361845,84494,39832306
8837,27361854,84494,39832306
8838,27364158,84568,39832232
8839,27364185,84576,39832224
8840,27364518,84382,39832418
8841,27364581,84382,39832418
8842,27364815,84576,39832224
8843,27364851,84558,39832242
8844,27365148,84486,39832314
8845,27365184,84492,39832308
8846,27365418,84297,39832503
8847,27365481,84291,39832509
8848,27365814,84487,39832313
8849,27365841,84480,39832320
8850,27368145,84488,39832312
8851,27368154,84488,39832312
8852,27368415,84578,39832222
8853,27368451,84478,39832322
8854,27368514,84570,39832230
8855,27368541,84474,39832326
8856,27381456,84394,39832406
8857,27381465,84398,39832402
8858,27381546,84398,39832402
8859,27381564,84398,39832402
8860,27381645,84398,39832402
8861,27381654,84397,39832403
8862,27384156,84480,39832320
8863,27384165,84486,39832314
8864,27384516,84481,39832319
8865,27384561,84293,39832507
8866,27384615,84568,39832232
8867,27384651,84386,39832414
8868,27385146,84576,39832224
8869,27385164,84576,39832224
8870,27385416,84489,39832311
8871,27385461,84389,39832411
8872,27385614,84483,39832317
8873,27385641,84386,39832414
8874,27386145,84485,39832315
8875,27386154,84485,39832315
8876,27386415,84570,39832230
8877,27386451,84390,39832410
8878,27386514,84485,39832315
8879,27386541,84383,39832417
8880,27413568,84472,39832328
8881,27413586,84560,39832240
8882,27413658,84474,39832326
8883,27413685,84568,39832232
8884,27413856,84482,39832318
8885,27413865,84482,39832318
8886,27415368,84562,39832238
8887,27415386,84571,39832229
8888,27415638,84490,39832310
8889,27415683,84492,39832308
8890,27415836,84592,39832208
8891,27415863,84582,39832218
8892,27416358,84566,39832234
8893,27416385,84590,39832210
8894,27416538,84491,39832309
8895,27416583,84496,39832304
8896,27416835,84589,39832211
8897,27416853,84582,39832218
8898,27418356,84497,39832303
8899,27418365,84498,39832302
8900,27418536,84584,39832216
8901,27418563,84494,39832306
8902,27418635,84579,39832221
8903,27418653,84496,39832304
8904,27431568,84393,39832407
8905,27431586,84479,39832321
8906,27431658,84393,39832407
8907,27431685,84485,39832315
8908,27431856,84399,39832401
8909,27431865,84399,39832401
8910,27435168,84396,39832404
8911,27435186,84400,39832400
8912,27435618,84300,39832500
8913,27435681,84296,39832504
8914,27435816,84404,39832396
8915,27435861,84390,39832410
8916,27436158,84486,39832314
8917,27436185,84496,39832304
8918,27436518,84301,39832499
8919,27436581,84297,39832503
8920,27436815,84492,39832308
8921,27436851,84478,39832322
8922,27438156,84406,39832394
8923,27438165,84406,39832394
8924,27438516,84490,39832310
8925,27438561,84391,39832409
8926,27438615,84490,39832310
8927,27438651,84389,39832411
8928,27451368,84482,39832318
8929,27451386,84483,39832317
8930,27451638,84483,39832317
8931,27451683,84491,39832309
8932,27451836,84500,39832300
8933,27451863,84496,39832304
8934,27453168,84396,39832404
8935,27453186,84396,39832404
8936,27453618,84388,39832412
8937,27453681,84384,39832416
8938,27453816,84404,39832396
8939,27453861,84393,39832407
8940,27456138,84296,39832504
8941,27456183,84310,39832490
8942,27456318,84209,39832591
8943,27456381,84213,39832587
8944,27456813,84301,39832499
8945,27456831,84295,39832505
8946,27458136,84495,39832305
8947,27458163,84499,39832301
8948,27458316,84492,39832308
8949,27458361,84487,39832313
8950,27458613,84469,39832331
8951,27458631,84464,39832336
8952,27461358,84563,39832237
8953,27461385,84580,39832220
8954,27461538,84568,39832232
8955,27461583,84578,39832222
8956,27461835,84580,39832220
8957,27461853,84582,39832218
8958,27463158,84566,39832234
8959,27463185,84572,39832228
8960,27463518,84382,39832418
8961,27463581,84378,39832422
8962,27463815,84574,39832226
8963,27463851,84558,39832242
8964,27465138,84390,39832410
8965,27465183,84396,39832404
8966,27465318,84376,39832424
8967,27465381,84379,39832421
8968,27465813,84384,39832416
8969,27465831,84384,39832416
8970,27468135,84568,39832232
8971,27468153,84574,39832226
8972,27468315,84574,39832226
8973,27468351,84559,39832241
8974,27468513,84554,39832246
8975,27468531,84550,39832250
8976,27481356,84488,39832312
8977,27481365,84490,39832310
8978,27481536,84580,39832220
8979,27481563,84494,39832306
8980,27481635,84579,39832221
8981,27481653,84496,39832304
8982,27483156,84490,39832310
8983,27483165,84490,39832310
8984,27483516,84574,39832226
8985,27483561,84477,39832323
8986,27483615,84580,39832220
8987,27483651,84474,39832326
8988,27485136,84578,39832222
8989,27485163,84572,39832228
8990,27485316,84572,39832228
8991,27485361,84559,39832241
8992,27485613,84385,39832415
8993,27485631,84380,39832420
8994,27486135,84566,39832234
8995,27486153,84572,39832228
8996,27486315,84576,39832224
8997,27486351,84555,39832245
8998,27486513,84469,39832331
8999,27486531,84465,39832335
9000,27513468,84482,39832318
9001,27513486,84485,39832315
9002,27513648,84570,39832230
9003,27513684,84584,39832216
9004,27513846,84580,39832220
9005,27513864,84576,39832224
9006,27514368,84481,39832319
9007,27514386,84483,39832317
9008,27514638,84574,39832226
9009,27514683,84576,39832224
9010,27514836,84580,39832220
9011,27514863,84580,39832220
9012,27516348,84481,39832319
9013,27516384,84580,39832220
9014,27516438,84480,39832320
9015,27516483,84572,39832228
9016,27516834,84487,39832313
9017,27516843,84487,39832313
9018,27518346,84494,39832306
9019,27518364,84580,39832220
9020,27518436,84496,39832304
9021,27518463,84578,39832222
9022,27518634,84487,39832313
9023,27518643,84486,39832314
9024,27531468,84564,39832236
9025,27531486,84568,39832232
9026,27531648,84566,39832234
9027,27531684,84580,39832220
9028,27531846,84578,39832222
9029,27531864,84566,39832234
9030,27534168,84396,39832404
9031,27534186,84396,39832404
9032,27534618,84386,39832414
9033,27534681,84382,39832418
9034,27534816,84404,39832396
9035,27534861,84390,39832410
9036,27536148,84566,39832234
9037,27536184,84578,39832222
9038,27536418,84382,39832418
9039,27536481,84378,39832422
9040,27536814,84574,39832226
9041,27536841,84562,39832238
9042,27538146,84582,39832218
9043,27538164,84572,39832228
9044,27538416,84582,39832218
9045,27538461,84561,39832239
9046,27538614,84574,39832226
9047,27538641,84472,39832328
9048,27541368,84480,39832320
9049,27541386,84480,39832320
9050,27541638,84496,39832304
9051,27541683,84492,39832308
9052,27541836,84498,39832302
9053,27541863,84492,39832308
9054,27543168,84383,39832417
9055,27543186,84383,39832417
9056,27543618,84299,39832501
9057,27543681,84291,39832509
9058,27543816,84386,39832414
9059,27543861,84292,39832508
9060,27546138,84392,39832408
9061,27546183,84396,39832404
9062,27546318,84379,39832421
9063,27546381,84379,39832421
9064,27546813,84384,39832416
9065,27546831,84382,39832418
9066,27548136,84489,39832311
9067,27548163,84491,39832309
9068,27548316,84486,39832314
9069,27548361,84395,39832405
9070,27548613,84387,39832413
9071,27548631,84386,39832414
9072,27561348,84305,39832495
9073,27561384,84400,39832400
9074,27561438,84307,39832493
9075,27561483,84400,39832400
9076,27561834,84315,39832485
9077,27561843,84315,39832485
9078,27563148,84388,39832412
9079,27563184,84400,39832400
9080,27563418,84205,39832595
9081,27563481,84205,39832595
9082,27563814,84404,39832396
9083,27563841,84390,39832410
9084,27564138,84298,39832502
9085,27564183,84310,39832490
9086,27564318,84204,39832596
9087,27564381,84203,39832597
9088,27564813,84298,39832502
9089,27564831,84294,39832506
9090,27568134,84299,39832501
9091,27568143,84299,39832501
9092,27568314,84384,39832416
9093,27568341,84291,39832509
9094,27568413,84376,39832424
9095,27568431,84291,39832509
9096,27581346,84484,39832316
9097,27581364,84568,39832232
9098,27581436,84485,39832315
9099,27581463,84572,39832228
9100,27581634,84483,39832317
9101,27581643,84482,39832318
9102,27583146,84570,39832230
9103,27583164,84576,39832224
9104,27583416,84485,39832315
9105,27583461,84473,39832327
9106,27583614,84566,39832234
9107,27583641,84474,39832326
9108,27584136,84570,39832230
9109,27584163,84580,39832220
9110,27584316,84483,39832317
9111,27584361,84474,39832326
9112,27584613,84471,39832329
9113,27584631,84462,39832338
9114,27586134,84299,39832501
9115,27586143,84299,39832501
9116,27586314,84384,39832416
9117,27586341,84289,39832511
9118,27586413,84374,39832426
9119,27586431,84287,39832513
9120,27613458,84302,39832498
9121,27613485,84402,39832398
9122,27613548,84309,39832491
9123,27613584,84487,39832313
9124,27613845,84402,39832398
9125,27613854,84402,39832398
9126,27614358,84309,39832491
9127,27614385,84402,39832398
9128,27614538,84310,39832490
9129,27614583,84402,39832398
9130,27614835,84492,39832308
9131,27614853,84491,39832309
9132,27615348,84310,39832490
9133,27615384,84488,39832312
9134,27615438,84294,39832506
9135,27615483,84400,39832400
9136,27615834,84398,39832402
9137,27615843,84398,39832402
9138,27618345,84308,39832492
9139,27618354,84310,39832490
9140,27618435,84310,39832490
9141,27618453,84309,39832491
9142,27618534,84309,39832491
9143,27618543,84307,39832493
9144,27631458,84393,39832407
9145,27631485,84487,39832313
9146,27631548,84397,39832403
